date,crime_type,crime_count
2018-03-01T00:00:00Z,MOTOR VEHICLE THEFT,722
2018-02-01T00:00:00Z,BATTERY,3187
2018-02-01T00:00:00Z,THEFT,3839
2018-02-01T00:00:00Z,ROBBERY,631
2018-02-01T00:00:00Z,ASSAULT,1351
2018-02-01T00:00:00Z,OTHER OFFENSE,1246
2018-02-01T00:00:00Z,CRIMINAL DAMAGE,1641
2018-02-01T00:00:00Z,NARCOTICS,996
2018-02-01T00:00:00Z,DECEPTIVE PRACTICE,1433
2018-02-01T00:00:00Z,BURGLARY,686
2018-02-01T00:00:00Z,MOTOR VEHICLE THEFT,610
2018-01-01T00:00:00Z,MOTOR VEHICLE THEFT,996
2018-01-01T00:00:00Z,DECEPTIVE PRACTICE,1584
2018-01-01T00:00:00Z,THEFT,4771
2018-01-01T00:00:00Z,BATTERY,3565
2018-01-01T00:00:00Z,NARCOTICS,1083
2018-01-01T00:00:00Z,OTHER OFFENSE,1311
2018-01-01T00:00:00Z,ROBBERY,894
2018-01-01T00:00:00Z,ASSAULT,1409
2018-01-01T00:00:00Z,CRIMINAL DAMAGE,1904
2018-01-01T00:00:00Z,BURGLARY,938
2017-12-01T00:00:00Z,BURGLARY,970
2017-12-01T00:00:00Z,BATTERY,3643
2017-12-01T00:00:00Z,THEFT,5328
2017-12-01T00:00:00Z,CRIMINAL DAMAGE,2135
2017-12-01T00:00:00Z,NARCOTICS,789
2017-12-01T00:00:00Z,OTHER OFFENSE,1244
2017-12-01T00:00:00Z,DECEPTIVE PRACTICE,1627
2017-12-01T00:00:00Z,ASSAULT,1370
2017-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1060
2017-12-01T00:00:00Z,ROBBERY,1068
2017-11-01T00:00:00Z,BATTERY,3705
2017-11-01T00:00:00Z,OTHER OFFENSE,1278
2017-11-01T00:00:00Z,NARCOTICS,927
2017-11-01T00:00:00Z,ASSAULT,1447
2017-11-01T00:00:00Z,ROBBERY,1127
2017-11-01T00:00:00Z,MOTOR VEHICLE THEFT,929
2017-11-01T00:00:00Z,THEFT,5322
2017-11-01T00:00:00Z,DECEPTIVE PRACTICE,1529
2017-11-01T00:00:00Z,CRIMINAL DAMAGE,2308
2017-11-01T00:00:00Z,BURGLARY,1068
2017-10-01T00:00:00Z,ASSAULT,1625
2017-10-01T00:00:00Z,ROBBERY,1113
2017-10-01T00:00:00Z,CRIMINAL DAMAGE,2405
2017-10-01T00:00:00Z,DECEPTIVE PRACTICE,1569
2017-10-01T00:00:00Z,THEFT,5656
2017-10-01T00:00:00Z,BATTERY,4155
2017-10-01T00:00:00Z,OTHER OFFENSE,1329
2017-10-01T00:00:00Z,MOTOR VEHICLE THEFT,967
2017-10-01T00:00:00Z,NARCOTICS,845
2017-10-01T00:00:00Z,BURGLARY,1184
2017-09-01T00:00:00Z,THEFT,5460
2017-09-01T00:00:00Z,ROBBERY,994
2017-09-01T00:00:00Z,BATTERY,4375
2017-09-01T00:00:00Z,NARCOTICS,1026
2017-09-01T00:00:00Z,ASSAULT,1779
2017-09-01T00:00:00Z,CRIMINAL DAMAGE,2381
2017-09-01T00:00:00Z,OTHER OFFENSE,1245
2017-09-01T00:00:00Z,MOTOR VEHICLE THEFT,902
2017-09-01T00:00:00Z,DECEPTIVE PRACTICE,1561
2017-09-01T00:00:00Z,BURGLARY,1027
2017-08-01T00:00:00Z,DECEPTIVE PRACTICE,1578
2017-08-01T00:00:00Z,CRIMINAL DAMAGE,2635
2017-08-01T00:00:00Z,NARCOTICS,995
2017-08-01T00:00:00Z,THEFT,6388
2017-08-01T00:00:00Z,BATTERY,4394
2017-08-01T00:00:00Z,ASSAULT,1735
2017-08-01T00:00:00Z,OTHER OFFENSE,1443
2017-08-01T00:00:00Z,MOTOR VEHICLE THEFT,925
2017-08-01T00:00:00Z,ROBBERY,1169
2017-08-01T00:00:00Z,BURGLARY,1135
2017-07-01T00:00:00Z,OTHER OFFENSE,1513
2017-07-01T00:00:00Z,CRIMINAL DAMAGE,2706
2017-07-01T00:00:00Z,BATTERY,4677
2017-07-01T00:00:00Z,THEFT,6017
2017-07-01T00:00:00Z,MOTOR VEHICLE THEFT,973
2017-07-01T00:00:00Z,ASSAULT,1809
2017-07-01T00:00:00Z,ROBBERY,996
2017-07-01T00:00:00Z,NARCOTICS,1004
2017-07-01T00:00:00Z,DECEPTIVE PRACTICE,1566
2017-07-01T00:00:00Z,BURGLARY,1192
2017-06-01T00:00:00Z,BATTERY,4633
2017-06-01T00:00:00Z,CRIMINAL DAMAGE,2528
2017-06-01T00:00:00Z,NARCOTICS,865
2017-06-01T00:00:00Z,ASSAULT,1850
2017-06-01T00:00:00Z,THEFT,5706
2017-06-01T00:00:00Z,DECEPTIVE PRACTICE,1544
2017-06-01T00:00:00Z,OTHER OFFENSE,1392
2017-06-01T00:00:00Z,ROBBERY,977
2017-06-01T00:00:00Z,MOTOR VEHICLE THEFT,989
2017-06-01T00:00:00Z,BURGLARY,1068
2017-05-01T00:00:00Z,THEFT,5279
2017-05-01T00:00:00Z,BATTERY,4538
2017-05-01T00:00:00Z,ASSAULT,1850
2017-05-01T00:00:00Z,OTHER OFFENSE,1613
2017-05-01T00:00:00Z,CRIMINAL DAMAGE,2482
2017-05-01T00:00:00Z,DECEPTIVE PRACTICE,1482
2017-05-01T00:00:00Z,NARCOTICS,1119
2017-05-01T00:00:00Z,ROBBERY,902
2017-05-01T00:00:00Z,MOTOR VEHICLE THEFT,815
2017-05-01T00:00:00Z,BURGLARY,1044
2017-04-01T00:00:00Z,THEFT,4751
2017-04-01T00:00:00Z,BATTERY,4081
2017-04-01T00:00:00Z,CRIMINAL DAMAGE,2424
2017-04-01T00:00:00Z,ROBBERY,848
2017-04-01T00:00:00Z,ASSAULT,1632
2017-04-01T00:00:00Z,MOTOR VEHICLE THEFT,822
2017-04-01T00:00:00Z,NARCOTICS,1043
2017-04-01T00:00:00Z,OTHER OFFENSE,1557
2017-04-01T00:00:00Z,BURGLARY,958
2017-04-01T00:00:00Z,DECEPTIVE PRACTICE,1493
2017-03-01T00:00:00Z,BATTERY,3841
2017-03-01T00:00:00Z,NARCOTICS,1127
2017-03-01T00:00:00Z,ASSAULT,1482
2017-03-01T00:00:00Z,ROBBERY,779
2017-03-01T00:00:00Z,THEFT,4451
2017-03-01T00:00:00Z,BURGLARY,921
2017-03-01T00:00:00Z,OTHER OFFENSE,1500
2017-03-01T00:00:00Z,MOTOR VEHICLE THEFT,791
2017-03-01T00:00:00Z,CRIMINAL DAMAGE,2209
2017-03-01T00:00:00Z,DECEPTIVE PRACTICE,1593
2017-02-01T00:00:00Z,OTHER OFFENSE,1377
2017-02-01T00:00:00Z,BATTERY,3403
2017-02-01T00:00:00Z,THEFT,4354
2017-02-01T00:00:00Z,BURGLARY,994
2017-02-01T00:00:00Z,MOTOR VEHICLE THEFT,861
2017-02-01T00:00:00Z,CRIMINAL DAMAGE,2024
2017-02-01T00:00:00Z,ASSAULT,1291
2017-02-01T00:00:00Z,NARCOTICS,954
2017-02-01T00:00:00Z,DECEPTIVE PRACTICE,1473
2017-02-01T00:00:00Z,ROBBERY,786
2017-01-01T00:00:00Z,ROBBERY,1071
2017-01-01T00:00:00Z,DECEPTIVE PRACTICE,1734
2017-01-01T00:00:00Z,BATTERY,3546
2017-01-01T00:00:00Z,OTHER OFFENSE,1555
2017-01-01T00:00:00Z,CRIMINAL DAMAGE,2390
2017-01-01T00:00:00Z,THEFT,4896
2017-01-01T00:00:00Z,NARCOTICS,985
2017-01-01T00:00:00Z,MOTOR VEHICLE THEFT,1165
2017-01-01T00:00:00Z,BURGLARY,1262
2017-01-01T00:00:00Z,ASSAULT,1368
2016-12-01T00:00:00Z,THEFT,4853
2016-12-01T00:00:00Z,BATTERY,3435
2016-12-01T00:00:00Z,CRIMINAL DAMAGE,2066
2016-12-01T00:00:00Z,ROBBERY,1086
2016-12-01T00:00:00Z,BURGLARY,1286
2016-12-01T00:00:00Z,ASSAULT,1259
2016-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1092
2016-12-01T00:00:00Z,OTHER OFFENSE,1365
2016-12-01T00:00:00Z,DECEPTIVE PRACTICE,1630
2016-12-01T00:00:00Z,NARCOTICS,724
2016-11-01T00:00:00Z,BATTERY,3795
2016-11-01T00:00:00Z,ASSAULT,1419
2016-11-01T00:00:00Z,DECEPTIVE PRACTICE,1436
2016-11-01T00:00:00Z,THEFT,5195
2016-11-01T00:00:00Z,OTHER OFFENSE,1286
2016-11-01T00:00:00Z,CRIMINAL DAMAGE,2550
2016-11-01T00:00:00Z,MOTOR VEHICLE THEFT,997
2016-11-01T00:00:00Z,NARCOTICS,778
2016-11-01T00:00:00Z,BURGLARY,1354
2016-11-01T00:00:00Z,ROBBERY,1158
2016-10-01T00:00:00Z,BATTERY,4318
2016-10-01T00:00:00Z,BURGLARY,1304
2016-10-01T00:00:00Z,THEFT,5652
2016-10-01T00:00:00Z,NARCOTICS,759
2016-10-01T00:00:00Z,CRIMINAL DAMAGE,2714
2016-10-01T00:00:00Z,ROBBERY,1145
2016-10-01T00:00:00Z,ASSAULT,1660
2016-10-01T00:00:00Z,OTHER OFFENSE,1471
2016-10-01T00:00:00Z,DECEPTIVE PRACTICE,1646
2016-10-01T00:00:00Z,MOTOR VEHICLE THEFT,989
2016-09-01T00:00:00Z,ASSAULT,1683
2016-09-01T00:00:00Z,CRIMINAL DAMAGE,2814
2016-09-01T00:00:00Z,ROBBERY,1020
2016-09-01T00:00:00Z,BATTERY,4299
2016-09-01T00:00:00Z,DECEPTIVE PRACTICE,1562
2016-09-01T00:00:00Z,MOTOR VEHICLE THEFT,965
2016-09-01T00:00:00Z,THEFT,5665
2016-09-01T00:00:00Z,NARCOTICS,896
2016-09-01T00:00:00Z,OTHER OFFENSE,1335
2016-09-01T00:00:00Z,BURGLARY,1351
2016-08-01T00:00:00Z,OTHER OFFENSE,1485
2016-08-01T00:00:00Z,BATTERY,4555
2016-08-01T00:00:00Z,THEFT,5936
2016-08-01T00:00:00Z,ROBBERY,1235
2016-08-01T00:00:00Z,ASSAULT,1754
2016-08-01T00:00:00Z,CRIMINAL DAMAGE,2936
2016-08-01T00:00:00Z,BURGLARY,1355
2016-08-01T00:00:00Z,MOTOR VEHICLE THEFT,1010
2016-08-01T00:00:00Z,DECEPTIVE PRACTICE,1642
2016-08-01T00:00:00Z,NARCOTICS,863
2016-07-01T00:00:00Z,CRIMINAL DAMAGE,2949
2016-07-01T00:00:00Z,ASSAULT,1708
2016-07-01T00:00:00Z,THEFT,5741
2016-07-01T00:00:00Z,BATTERY,4671
2016-07-01T00:00:00Z,BURGLARY,1334
2016-07-01T00:00:00Z,ROBBERY,1123
2016-07-01T00:00:00Z,MOTOR VEHICLE THEFT,1024
2016-07-01T00:00:00Z,OTHER OFFENSE,1494
2016-07-01T00:00:00Z,DECEPTIVE PRACTICE,1474
2016-07-01T00:00:00Z,NARCOTICS,1244
2016-06-01T00:00:00Z,MOTOR VEHICLE THEFT,919
2016-06-01T00:00:00Z,BATTERY,4828
2016-06-01T00:00:00Z,CRIMINAL DAMAGE,2621
2016-06-01T00:00:00Z,ASSAULT,1814
2016-06-01T00:00:00Z,ROBBERY,902
2016-06-01T00:00:00Z,OTHER OFFENSE,1502
2016-06-01T00:00:00Z,NARCOTICS,1276
2016-06-01T00:00:00Z,DECEPTIVE PRACTICE,1642
2016-06-01T00:00:00Z,THEFT,5309
2016-06-01T00:00:00Z,BURGLARY,1069
2016-05-01T00:00:00Z,ASSAULT,1787
2016-05-01T00:00:00Z,CRIMINAL DAMAGE,2704
2016-05-01T00:00:00Z,OTHER OFFENSE,1560
2016-05-01T00:00:00Z,NARCOTICS,1399
2016-05-01T00:00:00Z,ROBBERY,957
2016-05-01T00:00:00Z,THEFT,4995
2016-05-01T00:00:00Z,BATTERY,4699
2016-05-01T00:00:00Z,DECEPTIVE PRACTICE,1412
2016-05-01T00:00:00Z,MOTOR VEHICLE THEFT,809
2016-05-01T00:00:00Z,BURGLARY,1092
2016-04-01T00:00:00Z,BATTERY,4018
2016-04-01T00:00:00Z,ASSAULT,1505
2016-04-01T00:00:00Z,THEFT,4552
2016-04-01T00:00:00Z,ROBBERY,771
2016-04-01T00:00:00Z,MOTOR VEHICLE THEFT,746
2016-04-01T00:00:00Z,CRIMINAL DAMAGE,2362
2016-04-01T00:00:00Z,DECEPTIVE PRACTICE,1520
2016-04-01T00:00:00Z,BURGLARY,937
2016-04-01T00:00:00Z,NARCOTICS,1457
2016-04-01T00:00:00Z,OTHER OFFENSE,1405
2016-03-01T00:00:00Z,CRIMINAL DAMAGE,2510
2016-03-01T00:00:00Z,BATTERY,4272
2016-03-01T00:00:00Z,THEFT,4596
2016-03-01T00:00:00Z,OTHER OFFENSE,1560
2016-03-01T00:00:00Z,ROBBERY,784
2016-03-01T00:00:00Z,MOTOR VEHICLE THEFT,774
2016-03-01T00:00:00Z,ASSAULT,1638
2016-03-01T00:00:00Z,NARCOTICS,1475
2016-03-01T00:00:00Z,DECEPTIVE PRACTICE,1531
2016-03-01T00:00:00Z,BURGLARY,1042
2016-02-01T00:00:00Z,ASSAULT,1239
2016-02-01T00:00:00Z,BURGLARY,830
2016-02-01T00:00:00Z,CRIMINAL DAMAGE,2062
2016-02-01T00:00:00Z,OTHER OFFENSE,1301
2016-02-01T00:00:00Z,THEFT,3958
2016-02-01T00:00:00Z,BATTERY,3491
2016-02-01T00:00:00Z,MOTOR VEHICLE THEFT,830
2016-02-01T00:00:00Z,NARCOTICS,1302
2016-02-01T00:00:00Z,DECEPTIVE PRACTICE,1485
2016-02-01T00:00:00Z,ROBBERY,700
2016-01-01T00:00:00Z,ROBBERY,1036
2016-01-01T00:00:00Z,ASSAULT,1221
2016-01-01T00:00:00Z,BATTERY,3719
2016-01-01T00:00:00Z,THEFT,4439
2016-01-01T00:00:00Z,OTHER OFFENSE,1333
2016-01-01T00:00:00Z,MOTOR VEHICLE THEFT,978
2016-01-01T00:00:00Z,CRIMINAL DAMAGE,2356
2016-01-01T00:00:00Z,NARCOTICS,1147
2016-01-01T00:00:00Z,DECEPTIVE PRACTICE,1560
2016-01-01T00:00:00Z,BURGLARY,1168
2015-12-01T00:00:00Z,THEFT,4966
2015-12-01T00:00:00Z,CRIMINAL DAMAGE,2451
2015-12-01T00:00:00Z,BATTERY,3681
2015-12-01T00:00:00Z,OTHER OFFENSE,1278
2015-12-01T00:00:00Z,MOTOR VEHICLE THEFT,908
2015-12-01T00:00:00Z,ROBBERY,1038
2015-12-01T00:00:00Z,ASSAULT,1244
2015-12-01T00:00:00Z,BURGLARY,1362
2015-12-01T00:00:00Z,DECEPTIVE PRACTICE,1337
2015-12-01T00:00:00Z,NARCOTICS,1297
2015-11-01T00:00:00Z,BATTERY,3543
2015-11-01T00:00:00Z,THEFT,4508
2015-11-01T00:00:00Z,CRIMINAL DAMAGE,2362
2015-11-01T00:00:00Z,ASSAULT,1251
2015-11-01T00:00:00Z,NARCOTICS,1781
2015-11-01T00:00:00Z,ROBBERY,816
2015-11-01T00:00:00Z,BURGLARY,1201
2015-11-01T00:00:00Z,DECEPTIVE PRACTICE,1211
2015-11-01T00:00:00Z,OTHER OFFENSE,1313
2015-11-01T00:00:00Z,MOTOR VEHICLE THEFT,856
2015-10-01T00:00:00Z,THEFT,5095
2015-10-01T00:00:00Z,BATTERY,4023
2015-10-01T00:00:00Z,NARCOTICS,2103
2015-10-01T00:00:00Z,CRIMINAL DAMAGE,2565
2015-10-01T00:00:00Z,ROBBERY,953
2015-10-01T00:00:00Z,OTHER OFFENSE,1505
2015-10-01T00:00:00Z,MOTOR VEHICLE THEFT,826
2015-10-01T00:00:00Z,BURGLARY,1285
2015-10-01T00:00:00Z,ASSAULT,1423
2015-10-01T00:00:00Z,DECEPTIVE PRACTICE,1318
2015-09-01T00:00:00Z,NARCOTICS,2045
2015-09-01T00:00:00Z,ASSAULT,1529
2015-09-01T00:00:00Z,DECEPTIVE PRACTICE,1299
2015-09-01T00:00:00Z,CRIMINAL DAMAGE,2485
2015-09-01T00:00:00Z,ROBBERY,928
2015-09-01T00:00:00Z,OTHER OFFENSE,1400
2015-09-01T00:00:00Z,THEFT,5119
2015-09-01T00:00:00Z,MOTOR VEHICLE THEFT,849
2015-09-01T00:00:00Z,BATTERY,4257
2015-09-01T00:00:00Z,BURGLARY,1172
2015-08-01T00:00:00Z,BATTERY,4607
2015-08-01T00:00:00Z,ROBBERY,928
2015-08-01T00:00:00Z,THEFT,5582
2015-08-01T00:00:00Z,NARCOTICS,2096
2015-08-01T00:00:00Z,MOTOR VEHICLE THEFT,957
2015-08-01T00:00:00Z,CRIMINAL DAMAGE,2662
2015-08-01T00:00:00Z,DECEPTIVE PRACTICE,1327
2015-08-01T00:00:00Z,BURGLARY,1242
2015-08-01T00:00:00Z,OTHER OFFENSE,1604
2015-08-01T00:00:00Z,ASSAULT,1593
2015-07-01T00:00:00Z,CRIMINAL DAMAGE,2781
2015-07-01T00:00:00Z,THEFT,5360
2015-07-01T00:00:00Z,BATTERY,4556
2015-07-01T00:00:00Z,ASSAULT,1592
2015-07-01T00:00:00Z,NARCOTICS,1927
2015-07-01T00:00:00Z,MOTOR VEHICLE THEFT,877
2015-07-01T00:00:00Z,DECEPTIVE PRACTICE,1336
2015-07-01T00:00:00Z,BURGLARY,1146
2015-07-01T00:00:00Z,OTHER OFFENSE,1551
2015-07-01T00:00:00Z,ROBBERY,912
2015-06-01T00:00:00Z,MOTOR VEHICLE THEFT,894
2015-06-01T00:00:00Z,BATTERY,4569
2015-06-01T00:00:00Z,THEFT,4954
2015-06-01T00:00:00Z,NARCOTICS,1843
2015-06-01T00:00:00Z,CRIMINAL DAMAGE,2430
2015-06-01T00:00:00Z,ASSAULT,1588
2015-06-01T00:00:00Z,OTHER OFFENSE,1481
2015-06-01T00:00:00Z,BURGLARY,1118
2015-06-01T00:00:00Z,DECEPTIVE PRACTICE,1257
2015-06-01T00:00:00Z,ROBBERY,768
2015-05-01T00:00:00Z,THEFT,4903
2015-05-01T00:00:00Z,ROBBERY,727
2015-05-01T00:00:00Z,ASSAULT,1670
2015-05-01T00:00:00Z,BATTERY,4877
2015-05-01T00:00:00Z,OTHER OFFENSE,1662
2015-05-01T00:00:00Z,BURGLARY,1065
2015-05-01T00:00:00Z,CRIMINAL DAMAGE,2577
2015-05-01T00:00:00Z,MOTOR VEHICLE THEFT,841
2015-05-01T00:00:00Z,NARCOTICS,1974
2015-05-01T00:00:00Z,DECEPTIVE PRACTICE,1266
2015-04-01T00:00:00Z,OTHER OFFENSE,1470
2015-04-01T00:00:00Z,NARCOTICS,2090
2015-04-01T00:00:00Z,BATTERY,4103
2015-04-01T00:00:00Z,THEFT,4493
2015-04-01T00:00:00Z,CRIMINAL DAMAGE,2438
2015-04-01T00:00:00Z,BURGLARY,914
2015-04-01T00:00:00Z,ASSAULT,1391
2015-04-01T00:00:00Z,MOTOR VEHICLE THEFT,718
2015-04-01T00:00:00Z,DECEPTIVE PRACTICE,1439
2015-04-01T00:00:00Z,ROBBERY,678
2015-03-01T00:00:00Z,CRIMINAL DAMAGE,2215
2015-03-01T00:00:00Z,BATTERY,4131
2015-03-01T00:00:00Z,NARCOTICS,2461
2015-03-01T00:00:00Z,ROBBERY,616
2015-03-01T00:00:00Z,MOTOR VEHICLE THEFT,775
2015-03-01T00:00:00Z,THEFT,4240
2015-03-01T00:00:00Z,ASSAULT,1436
2015-03-01T00:00:00Z,OTHER OFFENSE,1474
2015-03-01T00:00:00Z,BURGLARY,841
2015-03-01T00:00:00Z,DECEPTIVE PRACTICE,1409
2015-02-01T00:00:00Z,THEFT,3204
2015-02-01T00:00:00Z,ASSAULT,1077
2015-02-01T00:00:00Z,NARCOTICS,1970
2015-02-01T00:00:00Z,BATTERY,2907
2015-02-01T00:00:00Z,CRIMINAL DAMAGE,1487
2015-02-01T00:00:00Z,ROBBERY,454
2015-02-01T00:00:00Z,OTHER OFFENSE,1212
2015-02-01T00:00:00Z,BURGLARY,656
2015-02-01T00:00:00Z,MOTOR VEHICLE THEFT,623
2015-02-01T00:00:00Z,DECEPTIVE PRACTICE,1295
2015-01-01T00:00:00Z,OTHER OFFENSE,1465
2015-01-01T00:00:00Z,CRIMINAL DAMAGE,1905
2015-01-01T00:00:00Z,BATTERY,3526
2015-01-01T00:00:00Z,BURGLARY,1056
2015-01-01T00:00:00Z,NARCOTICS,2338
2015-01-01T00:00:00Z,THEFT,4365
2015-01-01T00:00:00Z,ROBBERY,794
2015-01-01T00:00:00Z,ASSAULT,1221
2015-01-01T00:00:00Z,MOTOR VEHICLE THEFT,823
2015-01-01T00:00:00Z,DECEPTIVE PRACTICE,1268
2014-12-01T00:00:00Z,BATTERY,3641
2014-12-01T00:00:00Z,DECEPTIVE PRACTICE,1270
2014-12-01T00:00:00Z,THEFT,4713
2014-12-01T00:00:00Z,MOTOR VEHICLE THEFT,750
2014-12-01T00:00:00Z,NARCOTICS,1859
2014-12-01T00:00:00Z,CRIMINAL DAMAGE,2239
2014-12-01T00:00:00Z,OTHER OFFENSE,1264
2014-12-01T00:00:00Z,BURGLARY,1322
2014-12-01T00:00:00Z,ROBBERY,964
2014-12-01T00:00:00Z,ASSAULT,1234
2014-11-01T00:00:00Z,BATTERY,3663
2014-11-01T00:00:00Z,ROBBERY,793
2014-11-01T00:00:00Z,NARCOTICS,2131
2014-11-01T00:00:00Z,THEFT,4499
2014-11-01T00:00:00Z,BURGLARY,1123
2014-11-01T00:00:00Z,CRIMINAL DAMAGE,2241
2014-11-01T00:00:00Z,ASSAULT,1157
2014-11-01T00:00:00Z,OTHER OFFENSE,1291
2014-11-01T00:00:00Z,MOTOR VEHICLE THEFT,838
2014-11-01T00:00:00Z,DECEPTIVE PRACTICE,1132
2014-10-01T00:00:00Z,OTHER OFFENSE,1341
2014-10-01T00:00:00Z,THEFT,5519
2014-10-01T00:00:00Z,NARCOTICS,2379
2014-10-01T00:00:00Z,BATTERY,4064
2014-10-01T00:00:00Z,CRIMINAL DAMAGE,2480
2014-10-01T00:00:00Z,MOTOR VEHICLE THEFT,914
2014-10-01T00:00:00Z,DECEPTIVE PRACTICE,1241
2014-10-01T00:00:00Z,ASSAULT,1503
2014-10-01T00:00:00Z,ROBBERY,959
2014-10-01T00:00:00Z,BURGLARY,1351
2014-09-01T00:00:00Z,THEFT,5427
2014-09-01T00:00:00Z,ASSAULT,1571
2014-09-01T00:00:00Z,NARCOTICS,2386
2014-09-01T00:00:00Z,ROBBERY,867
2014-09-01T00:00:00Z,BATTERY,4222
2014-09-01T00:00:00Z,OTHER OFFENSE,1374
2014-09-01T00:00:00Z,CRIMINAL DAMAGE,2355
2014-09-01T00:00:00Z,MOTOR VEHICLE THEFT,847
2014-09-01T00:00:00Z,DECEPTIVE PRACTICE,1296
2014-09-01T00:00:00Z,BURGLARY,1289
2014-08-01T00:00:00Z,THEFT,5817
2014-08-01T00:00:00Z,NARCOTICS,2639
2014-08-01T00:00:00Z,BATTERY,4739
2014-08-01T00:00:00Z,OTHER OFFENSE,1528
2014-08-01T00:00:00Z,ASSAULT,1612
2014-08-01T00:00:00Z,ROBBERY,880
2014-08-01T00:00:00Z,CRIMINAL DAMAGE,2619
2014-08-01T00:00:00Z,BURGLARY,1369
2014-08-01T00:00:00Z,MOTOR VEHICLE THEFT,854
2014-08-01T00:00:00Z,DECEPTIVE PRACTICE,1336
2014-07-01T00:00:00Z,ASSAULT,1626
2014-07-01T00:00:00Z,BATTERY,4761
2014-07-01T00:00:00Z,CRIMINAL DAMAGE,2630
2014-07-01T00:00:00Z,NARCOTICS,2768
2014-07-01T00:00:00Z,THEFT,6255
2014-07-01T00:00:00Z,DECEPTIVE PRACTICE,1302
2014-07-01T00:00:00Z,MOTOR VEHICLE THEFT,898
2014-07-01T00:00:00Z,ROBBERY,922
2014-07-01T00:00:00Z,BURGLARY,1382
2014-07-01T00:00:00Z,OTHER OFFENSE,1500
2014-06-01T00:00:00Z,BATTERY,4802
2014-06-01T00:00:00Z,ASSAULT,1657
2014-06-01T00:00:00Z,CRIMINAL DAMAGE,2454
2014-06-01T00:00:00Z,ROBBERY,856
2014-06-01T00:00:00Z,THEFT,5759
2014-06-01T00:00:00Z,OTHER OFFENSE,1514
2014-06-01T00:00:00Z,BURGLARY,1236
2014-06-01T00:00:00Z,NARCOTICS,2440
2014-06-01T00:00:00Z,MOTOR VEHICLE THEFT,893
2014-06-01T00:00:00Z,DECEPTIVE PRACTICE,1329
2014-05-01T00:00:00Z,THEFT,5294
2014-05-01T00:00:00Z,CRIMINAL DAMAGE,2537
2014-05-01T00:00:00Z,BATTERY,4786
2014-05-01T00:00:00Z,NARCOTICS,2636
2014-05-01T00:00:00Z,ASSAULT,1667
2014-05-01T00:00:00Z,OTHER OFFENSE,1601
2014-05-01T00:00:00Z,ROBBERY,834
2014-05-01T00:00:00Z,MOTOR VEHICLE THEFT,722
2014-05-01T00:00:00Z,DECEPTIVE PRACTICE,1220
2014-05-01T00:00:00Z,BURGLARY,1196
2014-04-01T00:00:00Z,NARCOTICS,2629
2014-04-01T00:00:00Z,BATTERY,4179
2014-04-01T00:00:00Z,THEFT,4764
2014-04-01T00:00:00Z,ASSAULT,1402
2014-04-01T00:00:00Z,CRIMINAL DAMAGE,2396
2014-04-01T00:00:00Z,OTHER OFFENSE,1485
2014-04-01T00:00:00Z,BURGLARY,1112
2014-04-01T00:00:00Z,ROBBERY,723
2014-04-01T00:00:00Z,MOTOR VEHICLE THEFT,691
2014-04-01T00:00:00Z,DECEPTIVE PRACTICE,1342
2014-03-01T00:00:00Z,DECEPTIVE PRACTICE,1550
2014-03-01T00:00:00Z,OTHER OFFENSE,1386
2014-03-01T00:00:00Z,THEFT,4457
2014-03-01T00:00:00Z,ASSAULT,1386
2014-03-01T00:00:00Z,CRIMINAL DAMAGE,2185
2014-03-01T00:00:00Z,BATTERY,3958
2014-03-01T00:00:00Z,NARCOTICS,2643
2014-03-01T00:00:00Z,MOTOR VEHICLE THEFT,904
2014-03-01T00:00:00Z,ROBBERY,624
2014-03-01T00:00:00Z,BURGLARY,1046
2014-02-01T00:00:00Z,BATTERY,3162
2014-02-01T00:00:00Z,THEFT,3966
2014-02-01T00:00:00Z,NARCOTICS,2356
2014-02-01T00:00:00Z,BURGLARY,882
2014-02-01T00:00:00Z,CRIMINAL DAMAGE,1571
2014-02-01T00:00:00Z,ROBBERY,555
2014-02-01T00:00:00Z,MOTOR VEHICLE THEFT,669
2014-02-01T00:00:00Z,OTHER OFFENSE,1179
2014-02-01T00:00:00Z,DECEPTIVE PRACTICE,1062
2014-02-01T00:00:00Z,ASSAULT,1020
2014-01-01T00:00:00Z,ROBBERY,796
2014-01-01T00:00:00Z,BATTERY,3324
2014-01-01T00:00:00Z,OTHER OFFENSE,1404
2014-01-01T00:00:00Z,THEFT,4373
2014-01-01T00:00:00Z,MOTOR VEHICLE THEFT,804
2014-01-01T00:00:00Z,NARCOTICS,2222
2014-01-01T00:00:00Z,CRIMINAL DAMAGE,1750
2014-01-01T00:00:00Z,DECEPTIVE PRACTICE,1257
2014-01-01T00:00:00Z,ASSAULT,1031
2014-01-01T00:00:00Z,BURGLARY,1130
2013-12-01T00:00:00Z,DECEPTIVE PRACTICE,1089
2013-12-01T00:00:00Z,BATTERY,3622
2013-12-01T00:00:00Z,ASSAULT,1138
2013-12-01T00:00:00Z,THEFT,5214
2013-12-01T00:00:00Z,NARCOTICS,2227
2013-12-01T00:00:00Z,BURGLARY,1430
2013-12-01T00:00:00Z,CRIMINAL DAMAGE,2011
2013-12-01T00:00:00Z,MOTOR VEHICLE THEFT,975
2013-12-01T00:00:00Z,OTHER OFFENSE,1272
